avg_dist,avg_inc_price,avg_rating_by_driver,avg_rating_of_driver,city_Carthag,city_Harko,fancy_car_user,first_month_cat_more_1_trip,first_month_cat_no_trips,inc_pct,month_5_still_here,phone_iPhone,weekday_pct
0.9,2.25,5,,0,0,FALSE,0,0,100,0,0,100
3.62,1.01,4.8,4.7,0,1,FALSE,1,0,4.3,1,1,69.6
3.74,1,5,,0,0,FALSE,0,1,0,0,1,0
15.76,1,4.5,5,0,0,TRUE,1,0,0,0,1,100
5.04,1,4.8,5,1,0,TRUE,0,0,0,1,1,25
3.6,1,4.9,4.8,1,0,FALSE,1,0,0,1,0,87.5
2.99,1.06,4.8,5,0,1,TRUE,1,0,9.5,1,0,83.3
3.26,1.02,4.8,4.8,0,1,TRUE,1,0,2.4,1,1,61
2.35,1,5,3,1,0,TRUE,0,1,0,0,1,0
13.21,1,5,3,0,1,TRUE,0,1,0,1,1,0
4.03,1,5,4.3,1,0,TRUE,0,0,0,0,0,80
11.03,1,5,5,0,0,FALSE,0,1,0,1,0,50
11.14,1,5,5,0,1,FALSE,0,1,0,1,0,50
6.62,1,5,3.7,1,0,TRUE,0,0,0,1,0,0
3.03,1.02,4.9,4.9,0,0,TRUE,1,0,4.5,1,1,63.6
2.27,1,5,5,0,1,TRUE,0,1,0,1,1,50
1.9,1.06,4.8,4.8,0,0,TRUE,1,0,8.8,1,1,59.6
1.02,1,5,5,1,0,TRUE,1,0,0,0,1,100
11.52,1.67,5,4.5,0,0,FALSE,0,1,33.3,0,0,100
1.86,1,4.4,4,0,0,TRUE,1,0,0,0,1,80
2.66,1.5,4.6,4.2,1,0,FALSE,1,0,60,0,1,60
2.62,1.03,5,4.8,1,0,TRUE,1,0,4.2,1,1,58.3
2.81,1,2,5,0,0,FALSE,0,1,0,0,0,100
2.44,1,5,5,0,1,TRUE,0,1,0,1,1,50
3.63,1.08,4.9,4.6,1,0,TRUE,1,0,5.9,1,1,47.1
3.41,1.07,4.7,4.9,0,0,FALSE,1,0,15.6,1,1,75
1.42,1.11,4.7,3.5,0,0,TRUE,1,0,15.8,1,1,68.4
1.66,1,5,5,1,0,TRUE,0,0,0,0,1,100
6.63,1,5,4,0,0,FALSE,0,0,0,0,0,100
2.57,1,2,,1,0,FALSE,0,0,0,0,0,0
13.32,1,5,,0,0,FALSE,0,0,0,0,1,100
1.81,1,5,5,0,0,FALSE,1,0,0,0,0,100
3.63,1,5,,0,1,TRUE,0,1,0,0,1,0
8.29,1,5,3,0,0,FALSE,0,1,0,0,1,0
3.23,1,4.6,4.5,0,0,TRUE,0,0,0,1,1,27.3
9.96,1,5,,1,0,TRUE,0,0,0,0,1,0
9.82,1,5,5,0,0,FALSE,0,0,0,0,1,0
0.98,1,5,5,0,0,TRUE,0,0,0,0,1,0
8.5,1,5,4.5,0,0,FALSE,0,1,0,0,1,0
5.29,1,5,4.3,1,0,FALSE,0,1,0,1,0,100
1.77,1,4.3,5,1,0,FALSE,1,0,0,0,1,0
4.44,1,5,5,0,0,TRUE,0,1,0,0,1,100
1.15,1,5,5,0,0,FALSE,1,0,0,0,1,100
1.99,1,5,5,0,1,FALSE,1,0,0,1,1,60
4.07,1,5,4.5,0,1,FALSE,0,0,0,1,1,100
3.5,1.08,4.8,4.6,0,1,FALSE,1,0,16.7,1,0,61.1
6.45,1.05,5,5,0,1,FALSE,1,0,10,1,1,20
2.49,1,5,5,1,0,FALSE,0,1,0,1,1,0
15.23,1,5,5,0,0,TRUE,0,0,0,0,0,50
3.5,1,5,3,0,0,FALSE,1,0,0,0,1,100
2.34,1.18,4.8,4.3,0,1,FALSE,0,0,28.1,1,1,31.3
5.66,1.01,4.9,5,0,1,TRUE,1,0,2.1,1,1,56.3
3.22,1,4.2,5,0,0,FALSE,1,0,0,1,1,88.9
3.84,1.1,4.8,4.1,0,0,TRUE,1,0,23.8,1,1,14.3
6.97,1,5,5,0,0,FALSE,0,1,0,1,1,50
18.25,1,5,4,0,0,TRUE,0,1,0,0,0,100
6.09,1,4.7,5,1,0,TRUE,0,0,0,0,0,33.3
2.88,1.08,4.8,4.1,0,0,FALSE,1,0,9.6,1,1,53.8
2.52,1,4.4,4.5,0,0,FALSE,1,0,0,0,0,73.3
14.56,1,5,4,0,1,TRUE,1,0,0,1,1,100
2.37,2,5,4,1,0,FALSE,0,0,100,0,0,0
0.99,1,5,5,0,0,FALSE,0,0,0,0,0,100
2.07,1.11,5,5,1,0,FALSE,0,0,28.6,1,1,57.1
2.82,1.02,4.2,4,0,0,FALSE,1,0,10,1,1,50
12.34,1,5,5,0,0,TRUE,1,0,0,0,1,100
19.74,1,5,,0,0,TRUE,0,0,0,0,1,0
1.19,1,5,5,1,0,TRUE,0,1,0,0,1,100
4.22,1.13,3.8,3.8,0,0,FALSE,1,0,33.3,0,1,66.7
0.98,1,4.8,3.3,0,0,FALSE,0,0,0,0,1,100
2.57,1,5,4.5,0,1,TRUE,0,0,0,0,1,0
3.34,1.04,4.9,5,0,1,FALSE,1,0,7.3,1,1,60
11.12,1,5,4,0,1,TRUE,0,1,0,1,1,66.7
7.54,1,4.9,4.7,0,0,TRUE,1,0,0,1,1,84.6
16.9,1,5,5,0,0,TRUE,0,1,0,0,1,100
4.42,1,5,,1,0,TRUE,0,1,0,1,0,100
8.6,1,4.6,5,0,1,FALSE,1,0,0,0,1,100
3.23,1,4.8,4.7,0,0,TRUE,1,0,0,1,1,61.5
1.93,1,4.7,5,0,0,FALSE,0,1,0,0,1,100
10.54,1,5,,1,0,FALSE,0,0,0,1,0,100
5.63,1,5,4.8,1,0,FALSE,0,1,0,0,0,50
1.26,1,5,5,0,1,TRUE,1,0,0,0,0,0
12.82,1,4.9,4.3,0,1,FALSE,0,1,0,1,1,80
5.13,1,4.8,5,0,1,FALSE,0,1,0,0,1,60
1.36,1,5,,1,0,FALSE,0,0,0,0,1,0
2.85,1,5,,0,0,FALSE,0,0,0,1,0,100
4.2,1,5,5,0,0,TRUE,0,0,0,0,1,0
4,1,5,,1,0,TRUE,0,0,0,0,1,50
4.58,1,5,5,0,1,TRUE,0,0,0,0,1,100
13,1.38,5,5,0,0,FALSE,0,1,50,1,1,0
3.73,1,5,,1,0,FALSE,0,0,0,0,0,100
20.5,1,5,5,0,0,FALSE,1,0,0,0,1,50
4.16,1.13,5,5,0,1,FALSE,1,0,16.7,1,1,83.3
14.66,1,5,5,1,0,FALSE,0,1,0,0,0,100
2.48,1,4.8,4.8,0,0,FALSE,1,0,0,1,1,90.5
2.96,1.13,4.7,5,1,0,FALSE,0,0,16.7,1,1,33.3
2.43,1.02,4.8,5,0,1,TRUE,1,0,6.1,1,1,84.8
3.74,1.13,5,5,0,0,FALSE,0,0,50,0,0,100
2.43,1,5,4.6,1,0,FALSE,1,0,0,0,0,66.7
6.13,1.08,4.7,3.7,1,0,TRUE,0,1,33.3,0,1,33.3
3.17,1,5,,1,0,FALSE,0,1,0,0,0,0
2.1,1,5,5,0,1,FALSE,0,1,0,0,1,100
2.09,1,4.8,4,1,0,TRUE,0,1,0,0,1,100
0.03,1,5,,0,0,FALSE,0,0,0,0,1,0
4.17,1.16,4.9,5,0,0,TRUE,1,0,22.5,1,1,45
4.89,1.25,5,5,0,1,TRUE,0,1,20,1,1,20
9.55,1,5,4,0,1,TRUE,0,0,0,1,1,50
2.22,1.02,4.9,3.9,0,0,TRUE,1,0,9.1,1,1,18.2
4.71,1,4.6,5,0,0,TRUE,1,0,0,1,1,66.7
9.78,1,5,,1,0,FALSE,0,1,0,1,1,0
2.19,1,3,,1,0,FALSE,0,0,0,0,0,100
21.22,1,5,,0,1,TRUE,0,1,0,1,1,100
14.06,3,5,5,0,0,TRUE,0,0,100,0,0,100
5.92,1.04,5,5,1,0,TRUE,1,0,16.7,0,1,50
4.46,2,4,5,1,0,FALSE,0,0,100,0,1,0
3.95,1,5,5,0,0,FALSE,0,1,0,0,0,0
3.81,1,4.7,4,0,0,TRUE,0,0,0,1,1,58.3
1.38,1,5,5,0,0,TRUE,1,0,0,0,0,50
3.77,1,4.3,2,0,0,FALSE,1,0,0,0,1,71.4
14.82,1,5,,0,0,FALSE,0,1,0,1,1,0
5.72,1,2.5,5,0,0,TRUE,1,0,0,0,1,0
0.83,1.44,5,5,0,0,FALSE,1,0,25,0,1,0
2.17,1,5,5,0,1,FALSE,0,1,0,1,1,0
2.69,1,5,3.8,0,0,FALSE,1,0,0,0,1,50
4.91,1.14,4.8,4.3,0,0,FALSE,1,0,13.8,1,1,62.1
2.39,1.02,4.9,4.7,0,1,FALSE,1,0,10,1,1,100
4.23,1.02,4.7,3.5,1,0,TRUE,1,0,6.9,1,0,51.7
4.72,1.5,5,5,1,0,FALSE,0,0,66.7,0,1,0
1.66,1,4.9,5,0,0,FALSE,1,0,0,0,1,59.1
8.6,1,5,5,0,0,FALSE,0,0,0,1,1,100
2,1.18,4.8,4.7,0,1,TRUE,1,0,21,1,1,69
2.34,1.12,4.5,4.9,1,0,FALSE,1,0,14.8,0,1,51.9
5.11,1,4.8,5,1,0,FALSE,0,0,0,0,1,50
5.32,1,4.9,5,1,0,FALSE,0,1,0,1,1,50
5.81,1,5,,0,0,FALSE,0,0,0,0,0,100
2.15,1,4.3,5,0,1,FALSE,0,1,0,1,1,25
5.36,1.31,4.5,4.7,1,0,FALSE,0,1,50,0,1,75
2.91,1,5,5,0,0,FALSE,0,0,0,0,1,66.7
5.13,1,4.8,4.5,0,0,FALSE,1,0,0,0,1,60
3.05,1.13,5,4,0,0,FALSE,1,0,50,0,1,50
4.62,1,5,,1,0,FALSE,0,1,0,1,0,50
4.9,1.05,4.7,4.8,0,1,FALSE,1,0,18.8,1,1,56.3
4.82,1,5,,0,1,FALSE,0,1,0,1,1,0
10.52,1.02,5,4.9,0,1,TRUE,1,0,6.7,1,1,33.3
1.86,1,5,,1,0,FALSE,0,1,0,0,1,100
5.45,1,5,5,0,0,FALSE,0,1,0,1,1,50
2.07,1.14,4.9,5,0,1,FALSE,1,0,14.3,1,0,57.1
3.75,1.09,4.7,4.9,0,1,TRUE,1,0,12.5,1,1,100
3.41,1.08,5,5,1,0,TRUE,1,0,33.3,0,0,33.3
3.71,1,5,,1,0,TRUE,0,0,0,0,1,100
2.77,1.3,5,4.1,0,1,FALSE,1,0,40,1,1,48
4.61,1,5,,0,0,TRUE,0,1,0,1,1,0
13.12,1,4,5,0,0,FALSE,0,1,0,0,0,100
2.18,1.02,5,5,0,0,FALSE,1,0,10,1,0,50
4.35,1,4.7,4.7,1,0,TRUE,1,0,0,0,0,33.3
1.85,1,5,,0,1,FALSE,0,0,0,0,0,100
2.58,1,4.5,5,0,0,FALSE,1,0,0,0,1,0
4.08,1,4.8,5,0,1,TRUE,1,0,0,0,1,40
2.58,1.05,5,5,0,0,TRUE,0,1,10,1,0,70
1.99,1,4.6,3.5,0,0,TRUE,1,0,0,1,1,95.7
7.27,1.09,4.7,3.7,0,0,TRUE,1,0,12.5,0,0,62.5
2.01,1,5,5,1,0,FALSE,0,1,0,0,1,0
11.89,1,5,,1,0,FALSE,0,1,0,0,1,0
5.03,1.07,4.7,4.9,0,1,FALSE,1,0,15.8,1,1,63.2
4.69,1.15,3.8,4.8,1,0,FALSE,1,0,20,0,1,0
3.97,1,4.9,5,0,1,FALSE,1,0,0,1,1,92.6
9.68,1,5,,0,0,TRUE,0,0,0,0,0,0
5.1,1.04,4.9,4.7,1,0,TRUE,1,0,4.2,1,1,50
14.38,1,5,5,0,0,FALSE,1,0,0,0,1,100
7.18,1,4.6,4,0,0,FALSE,1,0,0,1,0,22.2
9.89,1.17,5,5,0,1,FALSE,1,0,33.3,1,0,66.7
2.59,1.15,5,5,0,0,FALSE,0,1,20,1,0,100
5.2,1,4.7,4,1,0,TRUE,0,1,0,1,1,66.7
1.64,1,5,5,0,0,TRUE,0,1,0,0,1,0
2.23,1,4.3,5,1,0,TRUE,1,0,0,1,0,37.5
2.55,1,5,,0,1,TRUE,0,0,0,0,1,100
19.96,1,5,4.3,1,0,FALSE,0,1,0,0,1,100
19.48,1,5,,1,0,FALSE,0,0,0,0,0,100
2.17,1,4,5,0,0,TRUE,1,0,0,0,0,50
6.71,1.02,4.8,4.9,0,1,TRUE,0,0,4.8,1,1,80.6
1.56,1.08,4.5,5,0,0,FALSE,1,0,8.3,0,1,83.3
5.28,1,4.8,5,0,1,TRUE,1,0,0,1,1,25
8.76,1,5,5,1,0,TRUE,0,0,0,0,1,100
6.46,1.12,4.7,4.5,0,1,TRUE,0,0,13.3,1,1,60
4.51,1.06,4.9,4.6,0,1,FALSE,0,1,8.3,1,1,66.7
5.73,1,5,4,1,0,TRUE,0,1,0,0,0,100
8.03,1,4.3,,1,0,FALSE,0,1,0,0,1,100
4.86,1,5,5,0,0,TRUE,0,1,0,1,1,50
3.59,1.71,4.7,3.5,1,0,FALSE,0,1,50,0,1,50
3.82,1,4.7,3.5,0,0,FALSE,1,0,0,0,0,100
5.54,1.13,5,4,1,0,FALSE,1,0,50,0,0,100
7.49,1.01,4.9,4.9,0,0,TRUE,1,0,2.9,1,1,87.4
2.27,1.04,5,4.4,0,0,FALSE,1,0,14.3,1,1,71.4
8.78,1,5,4,1,0,FALSE,1,0,0,0,1,100
4.18,1.06,5,4.7,1,0,FALSE,1,0,6.5,0,1,90.3
11.82,1,5,5,0,1,FALSE,0,0,0,1,0,80
3.22,1.15,4.7,4,1,0,TRUE,1,0,25.8,1,1,48.4
1.42,1,5,4,0,0,FALSE,1,0,0,0,1,0
5.47,1,5,,1,0,FALSE,0,1,0,1,1,66.7
4.72,1,4.6,4.8,1,0,FALSE,0,0,0,1,1,62.5
24.78,1,5,5,0,1,FALSE,0,0,0,0,1,0
6.91,1,5,4.8,1,0,TRUE,1,0,0,1,1,54.5
18.35,1,5,5,0,0,TRUE,0,1,0,0,1,100
4.02,1,5,5,0,1,FALSE,0,1,0,1,1,0
5.67,1.1,4.8,4.6,0,1,TRUE,1,0,20,1,1,65
1.55,1,5,5,1,0,FALSE,0,1,0,1,0,100
1.51,1.21,4.9,5,0,1,TRUE,1,0,17.6,1,1,70.6
20.68,1,5,4,0,1,TRUE,0,1,0,0,1,0
2.79,1.03,4.8,4,1,0,TRUE,1,0,6.7,1,1,66.7
3.1,1,5,5,1,0,TRUE,0,0,0,0,1,100
1.6,1,4.9,4.7,0,0,TRUE,0,1,0,1,1,86.7
4.66,1,5,3,1,0,FALSE,0,0,0,0,0,0
4.35,1,4.9,4,1,0,TRUE,1,0,0,1,0,88.9
2.22,1.1,5,5,1,0,FALSE,0,0,20,1,0,100
3.65,1,5,5,0,1,FALSE,1,0,0,0,0,0
3.14,1,,5,0,0,FALSE,0,1,0,1,1,0
2.8,1,4.8,4.5,1,0,TRUE,1,0,0,0,1,66.7
6.6,1,5,5,1,0,FALSE,0,1,0,1,0,0
12.57,1,3,5,1,0,TRUE,0,0,0,0,0,100
6.16,1.08,5,3,0,1,FALSE,0,1,33.3,1,1,100
3.31,1,5,5,1,0,FALSE,0,0,0,0,1,100
3.5,1,4.6,5,1,0,TRUE,1,0,0,0,1,100
3.02,1,5,5,0,0,FALSE,0,1,0,0,0,100
1.83,1,5,3.6,1,0,TRUE,0,1,0,0,1,100
7.33,1,2.5,,0,0,FALSE,0,1,0,0,1,50
2.59,1.13,5,5,0,0,FALSE,1,0,50,0,0,100
2.63,1,5,3,1,0,TRUE,1,0,0,0,1,100
2.42,1,4.9,5,0,0,FALSE,1,0,0,1,1,89.7
3.56,1,5,,1,0,TRUE,0,0,0,0,1,100
3.12,1,4.5,3.9,0,0,TRUE,1,0,0,1,1,56.3
9.86,2,5,,0,1,FALSE,0,1,100,0,1,100
4.5,1,4.8,5,0,0,TRUE,1,0,0,1,1,80
3.84,1,5,5,0,0,FALSE,0,1,0,1,0,0
1.98,1.16,5,5,1,0,FALSE,1,0,25,0,1,50
4.89,1,5,5,0,1,TRUE,0,0,0,0,0,100
4.15,1.08,4.7,4.4,1,0,FALSE,0,1,6.7,1,1,66.7
6.54,1.13,5,5,0,1,TRUE,0,0,50,1,1,100
4.05,1.08,4.9,4.3,0,0,FALSE,1,0,16.7,1,1,57.1
4.99,1,5,,0,0,FALSE,0,0,0,0,1,0
4.84,1.75,5,,1,0,FALSE,0,0,100,0,1,100
1.31,1,5,5,1,0,FALSE,0,1,0,0,1,100
1.18,1,5,,0,1,TRUE,0,1,0,1,0,0
9.54,1,4.5,4.5,0,0,FALSE,1,0,0,0,1,100
6.07,1,4.8,5,0,1,TRUE,1,0,0,1,1,100
6.24,1.09,4.8,4.7,0,1,TRUE,1,0,14.3,1,0,21.4
4.44,1,4.9,4.7,0,1,TRUE,1,0,0,1,1,25
5.35,1.15,4.8,4.7,1,0,FALSE,1,0,25,1,1,83.3
3.2,1,5,4,0,0,FALSE,0,1,0,0,0,100
0.59,1,1,5,1,0,FALSE,0,1,0,1,1,100
3.09,1.04,5,5,1,0,TRUE,0,1,7.1,0,0,57.1
2.78,1,4,5,1,0,TRUE,1,0,0,1,1,100
8.86,1,5,,0,0,FALSE,0,0,0,0,0,50
5.14,1.04,4.7,4.7,0,0,FALSE,0,1,14.3,1,1,42.9
1.97,1,5,4.5,0,1,FALSE,1,0,0,1,1,33.3
4.86,1,4.8,,1,0,TRUE,0,0,0,0,1,100
1.88,1.07,4.8,4.3,0,1,TRUE,1,0,13.3,1,1,80
1.44,1,5,,1,0,FALSE,0,1,0,0,1,100
1.46,1,4.4,4,0,0,FALSE,1,0,0,1,1,78.6
4.21,1,5,5,0,0,TRUE,0,0,0,0,0,0
3.65,1,5,,0,0,FALSE,0,0,0,0,0,100
2.83,1,5,,1,0,FALSE,0,1,0,1,1,50
7.03,1.18,4.3,4.8,0,0,TRUE,1,0,7.1,1,1,71.4
7.25,1,5,5,0,1,FALSE,0,0,0,1,1,50
6.49,1,5,5,1,0,TRUE,1,0,0,0,1,100
5.88,1.12,4.7,4.4,0,1,TRUE,0,1,20.7,1,0,69
2.39,1.2,5,4.3,0,1,TRUE,1,0,32,1,1,60
1.24,1,5,4.5,0,1,TRUE,1,0,0,1,1,0
10.78,1,5,,1,0,TRUE,0,0,0,0,1,100
1.31,1,5,5,0,1,FALSE,1,0,0,1,1,75
9.97,1,5,5,1,0,TRUE,1,0,0,0,1,100
1.83,1.08,4.5,5,1,0,FALSE,1,0,33.3,0,0,50
2.98,1,5,4.8,1,0,FALSE,0,1,0,0,0,100
6.15,1,4.3,4.9,0,0,TRUE,1,0,0,1,1,68.3
0.86,1,5,4,1,0,FALSE,0,0,0,0,1,100
14.72,1,5,5,1,0,TRUE,0,0,0,0,0,0
2.7,1,4.7,4.7,1,0,FALSE,0,0,0,1,1,100
11.42,1,5,,0,0,FALSE,0,1,0,1,1,100
29.16,1,5,3.7,0,1,TRUE,0,0,0,1,0,80
5.42,1.21,4.8,4.8,1,0,FALSE,1,0,16.7,1,0,50
1.37,1.04,4.5,,1,0,TRUE,1,0,16.7,1,1,83.3
1.64,1.16,4,3.8,0,0,TRUE,1,0,18.2,1,0,18.2
3.34,1,5,5,1,0,FALSE,1,0,0,0,0,85.7
2.35,1.5,5,5,1,0,FALSE,0,0,100,0,0,100
5.52,1,5,5,1,0,FALSE,1,0,0,0,1,50
5.44,1,5,5,0,1,TRUE,1,0,0,1,1,50
5.09,1,5,5,0,1,TRUE,0,1,0,1,1,0
5.03,1,4.8,5,0,1,TRUE,1,0,0,0,1,80
2.98,1.17,5,3.5,1,0,FALSE,0,1,33.3,1,0,33.3
3.25,1.09,4.8,4.8,1,0,TRUE,0,0,12.5,1,1,87.5
3.9,1,5,5,1,0,FALSE,1,0,0,0,1,60
2.59,1,4,3,0,0,TRUE,1,0,0,0,1,40
1.33,1,5,4,1,0,FALSE,0,0,0,0,1,0
1.82,1,4.7,3,0,0,FALSE,0,1,0,1,1,57.1
3.4,1,4,,0,1,TRUE,1,0,0,1,1,0
8.64,1,5,4,0,0,FALSE,0,0,0,0,1,0
2.19,1,5,3,0,1,TRUE,0,1,0,1,1,0
14.09,1,5,,0,0,FALSE,0,0,0,0,1,100
8.97,1,5,5,0,1,FALSE,1,0,0,0,1,33.3
7.43,1,4.3,5,1,0,FALSE,0,1,0,0,1,100
4.92,1,5,4.5,0,1,FALSE,0,1,0,1,1,50
2.3,1,5,4.5,1,0,TRUE,1,0,0,0,1,100
8.21,1,3,5,0,0,FALSE,1,0,0,0,0,100
8.18,1,4.5,4.3,1,0,TRUE,0,1,0,1,1,100
4.2,1.08,5,5,0,0,TRUE,0,0,33.3,1,1,0
3.39,1,5,4,0,0,FALSE,0,0,0,0,1,0
3.47,1,5,,1,0,TRUE,0,1,0,1,1,0
15.99,1,5,3,0,0,FALSE,0,0,0,0,1,100
1.75,1,5,,1,0,FALSE,0,0,0,0,0,0
3.04,1,5,5,1,0,FALSE,1,0,0,0,1,40
3.46,1.31,4.8,4.2,1,0,TRUE,1,0,22.2,1,0,66.7
2.41,1,5,5,0,0,TRUE,1,0,0,0,1,0
7.84,1,5,4,1,0,FALSE,0,1,0,1,1,50
4.37,1.65,4.8,5,0,0,FALSE,1,0,46.2,1,1,92.3
5.74,1.06,4.5,4.4,0,1,TRUE,1,0,12.5,1,1,50
3.36,1,4,4,0,0,FALSE,0,1,0,1,1,100
6.98,1.03,4.9,5,1,0,FALSE,1,0,2.9,1,1,85.3
3.8,1,4.7,4.8,0,1,TRUE,0,1,0,1,0,100
25.21,1,5,,0,0,TRUE,0,1,0,0,1,100
3.55,1.04,4.3,4,0,0,TRUE,1,0,10.3,0,1,65.5
4.08,1,5,5,0,0,FALSE,0,0,0,0,0,66.7
19.97,1,5,5,0,1,TRUE,0,1,0,1,0,60
3.14,1.09,4.5,5,0,0,FALSE,1,0,7.1,1,1,64.3
6.89,1.08,5,5,0,0,TRUE,1,0,33.3,0,0,33.3
7.41,1,5,5,0,1,FALSE,0,0,0,0,1,0
3.98,1,4.9,5,0,0,TRUE,1,0,0,1,1,10
8.17,1,5,5,0,1,FALSE,0,0,0,1,1,71.4
7.65,1,5,4.5,0,1,TRUE,1,0,0,0,1,40
6.96,1,5,5,1,0,TRUE,0,0,0,0,1,0
17.9,1.25,5,3,1,0,FALSE,0,0,100,0,1,100
1.36,1,5,5,0,0,TRUE,0,0,0,0,1,0
4.6,1.1,4.6,4,1,0,FALSE,0,1,20,0,1,40
1.48,1,5,4.3,0,0,TRUE,0,1,0,0,1,100
3.35,1,5,5,1,0,TRUE,0,0,0,0,0,100
9.27,1,4.9,4.9,0,1,TRUE,1,0,0,1,1,100
3.38,1.06,5,4.8,1,0,FALSE,0,0,25,1,1,50
12.32,1.1,4.8,5,0,1,TRUE,1,0,22.2,1,1,77.8
1.91,1.38,5,5,0,1,FALSE,0,1,50,0,0,0
1.88,1,4.8,5,0,0,FALSE,1,0,0,0,1,75
2.5,3,5,5,1,0,FALSE,0,1,100,0,1,0
3.75,1,4.9,5,0,0,TRUE,1,0,0,1,1,55.9
5.56,1,5,4.5,0,0,FALSE,1,0,0,0,1,100
8.41,1,5,5,1,0,FALSE,0,1,0,1,1,100
2.74,1.13,4.8,5,1,0,FALSE,1,0,20,1,1,84
1.42,1,5,4,0,0,FALSE,0,0,0,0,0,0
7.2,1,5,5,0,0,FALSE,0,0,0,0,0,0
2.63,1,4.3,5,0,0,FALSE,1,0,0,1,1,75
3.5,1,4.3,4.7,0,0,FALSE,0,1,0,1,1,66.7
9.7,1.14,4.8,4.7,0,0,TRUE,1,0,18.2,1,1,18.2
1.43,1,4.5,5,0,0,TRUE,1,0,0,0,1,0
18.18,1,5,5,0,0,FALSE,0,0,0,0,0,100
12.41,1,5,,1,0,TRUE,0,0,0,0,1,100
5.44,1.04,5,4.7,1,0,TRUE,1,0,16.7,0,0,50
3.79,1,5,5,1,0,FALSE,1,0,0,0,0,100
7.19,1,5,,1,0,FALSE,0,1,0,0,0,0
6.07,1,4.9,4.8,1,0,TRUE,1,0,0,1,1,23.1
3.84,1.05,4,5,0,0,FALSE,1,0,4.3,1,1,73.9
7.96,1,5,,0,0,TRUE,0,0,0,0,1,100
4.48,1,4.8,4.3,0,1,TRUE,1,0,0,1,1,66.7
14.48,1,4.8,4.5,0,0,FALSE,1,0,0,0,1,100
6.69,1,5,5,0,1,FALSE,0,0,0,0,0,0
1.37,1,4.9,5,1,0,FALSE,0,1,0,1,1,40
5.75,1,4,1,0,1,FALSE,0,1,0,1,1,66.7
12.9,1,5,,0,0,FALSE,0,0,0,0,1,100
5.35,1,4.7,5,0,0,FALSE,1,0,0,0,1,85.7
2.92,1,5,5,0,1,FALSE,1,0,0,1,1,100
2.32,1,4.4,4.1,1,0,TRUE,1,0,0,0,1,22.2
2.34,1.1,4.9,5,0,0,TRUE,1,0,23.1,0,0,38.5
8.17,1.1,4.6,5,0,0,TRUE,1,0,8.3,1,0,77.4
9.17,1,4.9,4.6,0,0,TRUE,1,0,0,0,1,33.3
1.74,1,4.6,4.2,0,0,FALSE,1,0,0,1,1,58.3
4.32,1.15,5,5,0,1,FALSE,0,1,20,1,0,100
2.29,1.12,4.8,4.2,1,0,TRUE,0,0,14.3,1,1,67.9
15.99,1.02,4.8,4.6,0,0,FALSE,1,0,8.3,1,1,75
2.94,1.01,4.7,4.9,1,0,TRUE,0,1,3.6,1,1,82.1
7.24,1.25,5,5,0,1,FALSE,0,0,50,0,0,50
1.88,1,4.3,5,0,0,FALSE,1,0,0,0,1,75
2.56,1.12,4.9,5,1,0,FALSE,0,0,11.8,1,1,76.5
2.71,1,5,4,1,0,TRUE,1,0,0,0,1,25
2.13,1.29,4.8,4.7,1,0,FALSE,0,1,25,1,1,75
2.57,1,4.8,5,1,0,TRUE,0,1,0,1,1,75
1.71,1.07,4.8,4.7,0,1,TRUE,1,0,12.8,1,1,73.9
10,1,5,4,1,0,TRUE,0,1,0,0,0,100
1.05,1,4.5,5,1,0,FALSE,1,0,0,0,1,0
1.14,1,5,5,0,0,TRUE,0,1,0,0,0,0
2.39,1,4.2,4.5,0,1,TRUE,1,0,0,1,1,60
2.51,1.2,4.8,4,0,0,FALSE,1,0,11.1,1,1,70.4
3.98,1,4.9,4.8,1,0,TRUE,1,0,0,0,0,92.9
2.94,1,4.8,4.2,1,0,FALSE,1,0,0,1,1,68.8
5.27,1,5,5,0,1,FALSE,0,1,0,1,1,0
9,1.17,5,5,0,0,FALSE,0,0,16.7,1,1,100
2.43,1,4.6,5,1,0,FALSE,0,1,0,1,1,71.4
5.54,1.17,5,4.3,0,1,FALSE,0,0,22.2,1,1,66.7
1.85,1,5,,0,0,FALSE,0,1,0,1,0,100
6.14,1,5,,0,0,FALSE,0,1,0,1,0,100
1.06,1,4,,0,0,TRUE,0,1,0,0,1,100
4.12,1.02,4.7,3.8,0,0,TRUE,1,0,4,1,1,84
0.76,1,4.5,5,0,0,FALSE,1,0,0,1,1,100
2.84,1,5,5,0,0,TRUE,0,0,0,0,0,100
1.86,1,5,5,1,0,TRUE,1,0,0,1,1,16.7
3.08,1.06,4.5,4.5,0,0,TRUE,1,0,11.4,1,1,37.1
1.68,1,3.5,3.5,0,0,FALSE,1,0,0,0,0,77.8
2.98,1,5,5,0,0,FALSE,1,0,0,0,0,0
7.73,1.25,5,,0,0,FALSE,1,0,50,0,1,50
1.93,1.02,4.7,5,0,0,TRUE,1,0,1.3,1,1,73.3
3,1.25,5,5,0,0,FALSE,0,1,50,0,0,100
3.81,1.21,5,5,1,0,FALSE,1,0,33.3,0,0,66.7
4.57,1,5,5,0,0,FALSE,0,1,0,0,0,100
5.55,1.01,4.8,4.1,0,0,FALSE,1,0,5.6,1,1,61.1
2.94,1.31,5,5,1,0,TRUE,0,0,75,0,1,25
7.14,1,4.7,4.5,1,0,TRUE,1,0,0,1,1,57.9
